"period_id","scenario_id","item_id","site_id","avg_price","lag1","lag2","lag3","lag4","lag5"
598,35264,"133146-EA","NT-Woolworths",2,NA,NA,NA,NA,NA
598,35309,"133146-EA","NT-Woolworths",2,1.5,2.00999999046326,1.49000000953674,NA,NA
598,35310,"133146-EA","NT-Woolworths",2,1.5,0.990000009536743,1.49000000953674,1.49000000953674,NA
598,35312,"133146-EA","NT-Woolworths",2,1.5,2.00999999046326,1.49000000953674,NA,NA
598,35315,"133146-EA","NT-Woolworths",2,NA,NA,NA,NA,NA
598,35316,"133146-EA","NT-Woolworths",2,NA,NA,NA,NA,NA
598,35361,"133146-EA","NT-Woolworths",2,0.990000009536743,1.49000000953674,2.00999999046326,1.49000000953674,NA
598,35364,"133146-EA","NT-Woolworths",2,1.5,0.990000009536743,NA,NA,NA
598,35365,"133146-EA","NT-Woolworths",2,1.5,1.5,0.990000009536743,NA,NA
598,35367,"133146-EA","NT-Woolworths",2,1.5,NA,NA,NA,NA
598,35368,"133146-EA","NT-Woolworths",2,NA,NA,NA,NA,NA
598,35415,"133146-EA","NT-Woolworths",1.7,1.5,1.5,1.49000000953674,2.00999999046326,NA
598,35416,"133146-EA","NT-Woolworths",2,0.990000009536743,1.49000000953674,NA,NA,NA
598,35417,"133146-EA","NT-Woolworths",2,1.5,NA,NA,NA,NA
598,35419,"133146-EA","NT-Woolworths",2,NA,NA,NA,NA,NA
598,35465,"133146-EA","NT-Woolworths",2,0.990000009536743,1.49000000953674,2.00999999046326,0.990000009536743,NA
598,35469,"133146-EA","NT-Woolworths",2,0.990000009536743,2.00999999046326,NA,NA,NA
598,35471,"133146-EA","NT-Woolworths",2,NA,NA,NA,NA,NA
598,35517,"133146-EA","NT-Woolworths",2,1.5,0.990000009536743,0.990000009536743,NA,NA
598,35518,"133146-EA","NT-Woolworths",2,1.5,1.49000000953674,1.49000000953674,NA,NA
598,35519,"133146-EA","NT-Woolworths",1.9,1.5,0.990000009536743,1.49000000953674,0.990000009536743,NA
598,35520,"133146-EA","NT-Woolworths",2,1.5,0.990000009536743,1.49000000953674,NA,NA
598,35521,"133146-EA","NT-Woolworths",2,1.5,1.5,1.49000000953674,1.49000000953674,NA
598,35523,"133146-EA","NT-Woolworths",2,NA,NA,NA,NA,NA
598,35524,"133146-EA","NT-Woolworths",2,NA,NA,NA,NA,NA
598,35569,"133146-EA","NT-Woolworths",2,1.5,2,0.990000009536743,1.49000000953674,0.990000009536743
598,35571,"133146-EA","NT-Woolworths",2,1.5,0.990000009536743,2.00999999046326,0.990000009536743,1.49000000953674
598,35574,"133146-EA","NT-Woolworths",2,1.49000000953674,2.00999999046326,1.49000000953674,NA,NA
